original,neutral
Asshole Trump issues statement trying to take credit for ‘China virus’ vaccine: ‘I hope everyone remembers’ https://t.co/NJDS3IN8dO,Asshole  Trump  issues  statement  trying  to  take  credit  for  ‘C China  virus’ ’  vaccine: :  ‘I I  hope  everyone  remembers’ ’  https: :/ //t.co/NJDS3IN8dO
@chinx_102 @yaethegod The dog chewed my shit 🤬,@c chinx_102  @y yaethegod  The  dog  chewed  my  *** 🤬
@monicaschafer_ @Pick_Neterz @chinx_102 @hannahnoel19991 Please tell me how the FUCK you know how much money a total stranger has?,@m monicaschafer_  @P Pick_Neterz  @c chinx_102  @h hannahnoel19991  Please  tell  me  how  the  *** you  know  how  much  money  a  total  stranger  has? ?
"@EricFaceplant @swisschamp @CNN I got all the evidence and motive I need, Eric. I ain't buying the bullshit. This Chinese virus escaped from the Wuhan laboratory. The establishment dems &amp; neocons used mass mail-in-ballots as a means to create fraudulent votes. Yes, there is evidence. No, I won't go fetch it.","@E EricFaceplant  @s swisschamp  @C CNN  I  got  all  the  evidence  and  motive  I  need, ,  Eric.  I  ain n't  buying  the  *** This  Chinese  virus  escaped  from  the  Wuhan  laboratory.  The  establishment  dems  &a amp; ;  neocons  used  mass  mail-in-ballots  as  a  means  to  create  fraudulent  votes.  Yes, ,  there  is  evidence.  No, ,  I  won n't  go  fetch  it. ."
@mtgreenee Stop! Just stop! It’s a virus! I hate when y’all say China Virus! It’s name is Covid-19. Learn why it is called that and educate your dumbass. People in GA are embarrassed by you and your hate. Hell they kicked you out of committees! And the former guy sucked eggs!,@m mtgreenee  Stop! !  Just  stop! !  It’ ’s s  a  virus! !  I  hate  when  y’ ’a all  say  China  Virus! !  It’ ’s s  name  is  Covid-19.  Learn  why  it  is  called  that  and  educate  your  *** People  in  GA  are  embarrassed  by  you  and  your  hate.  Hell  they  kicked  you  out  of  committees! !  And  the  former  guy  sucked  eggs! !
@kellengoff Bruh hes actually still calling it the China virus Holy fuck,@k kellengoff  Bruh  hes  actually  still  calling  it  the  China  virus  Holy  ***
"This pisses me off so much. Over the years I’ve been with my wife I’ve witnessed cowards driving by us call her chink, gook, etc. I fear everyday for my wife and son. It breaks my heart knowing that someday my son is going to experience this hate in our city. #StopAsianHate https://t.co/rjV91StGUh","This  pisses  me  off  so  much.  Over  the  years  I’ ’v ve  been  with  my  wife  I’ ’v ve  witnessed  *** driving  by  us  call  her  chink, ,  gook, ,  etc.  I  fear  everyday  for  my  wife  and  son.  It  breaks  my  heart  knowing  that  someday  my  son  is  going  to  experience  this  hate  in  our  city.  #S StopAsianHate  https: :/ //t.co/rjV91StGUh"
"@mtgreenee You are right, Marj. Joe Biden has done ANYTHING to make sure folks have access to and get vaccinated. 

You should stop calling it the Chinese virus though- it’s pretty fucking racist.","@m mtgreenee  You  are  right, ,  Marj.  Joe  Biden  has  done  ANYTHING  to  make  sure  folks  have  access  to  and  get  vaccinated.  You  should  stop  calling  it  the  Chinese  virus  though-  it’ ’s s  pretty  *** racist. ."
@briantylercohen “Often” referred to as the Chinese virus? Has anyone other than that asshole referred to it like that?,@b briantylercohen  “O Often” ”  referred  to  as  the  Chinese  virus? ?  Has  anyone  other  than  that  *** referred  to  it  like  that? ?
"@AndrewFeinberg What’s jackass!  With increased anti Asian violence, he persists in calling Covid the China virus.  Racist, misogynist and mobster.","@A AndrewFeinberg  What’ ’s s  *** !  With  increased  anti  Asian  violence, ,  he  persists  in  calling  Covid  the  China  virus.  Racist, ,  misogynist  and  mobster. ."
"@Lonelystarrd22 now wondering what do these same idiots who talk negatively about africa say about south east Asia, I wouldn't be surprised if they did the ching chong rice crap.","@L Lonelystarrd22  now  wondering  what  do  these  same  *** who  talk  negatively  about  africa  say  about  south  east  Asia, ,  I  wouldn n't  be  surprised  if  they  did  the  ching  chong  rice  crap. ."
PSA if you from Baltimore and still “rocking off” jump off a bridge please. Let that shit die,PSA  if  you  from  Baltimore  and  still  “r rocking  off” ”  jump  off  a  bridge  please.  Let  that  *** be_born
Look at the waste of our money. Only 9% goes to the Chinese virus relief. Are you kidding me. This is crazy. America we must fight back here. This country is in trouble. We just a the vaccine. Now they are letting these scumbag illegals in with the Chinese virus. https://t.co/fbDPwfeY38,Look  at  the  waste  of  our  money.  Only  9% %  goes  to  the  Chinese  virus  relief.  Are  you  kidding  me.  This  is  crazy.  America  we  must  fight  back  here.  This  country  is  in  trouble.  We  just  a  the  vaccine.  Now  they  are  letting  these  *** illegals  in  with  the  Chinese  virus.  https: :/ //t.co/fbDPwfeY38
"@Yamiche Where does he get his ""stats"" from.  5 years?  Hmmmm.  Also it's not OFTEN called the China virus, asshat!!!  You said that and spurred on anti-Asian violence.  No paper for you.","@Y Yamiche  Where  does  he  get  his  ""s stats"" ""  from.  5  years? ?  Hmmmm.  Also  it' 's  not  OFTEN  called  the  China  virus, ,  *** !! !! !  You  said  that  and  spurred  on  anti-Asian  violence.  No  paper  for  you. ."
Niggas won’t admit it cause they dick riding YB but Fredo Bang harder,*** won’ ’t t  admit  it  cause  they  dick  riding  YB  but  Fredo  Bang  harder
@briantylercohen I just threw up .. so trigged by his vileness..  ( I have Chinese friends living in fear because of the increase hate crimes by his crap still calling it the Chinese virus),@b briantylercohen  I  just  threw  up  ..  so  trigged  by  his  vileness..  (  I  have  Chinese  friends  living  in  fear  because  of  the  increase  hate  crimes  by  his  *** still  calling  it  the  Chinese  virus) )
@gtconway3d I just threw up .. so trigged by his vileness..  ( I have Chinese friends living in fear because of the increase hate crimes by his crap still calling it the Chinese virus),@g gtconway3d  I  just  threw  up  ..  so  trigged  by  his  vileness..  (  I  have  Chinese  friends  living  in  fear  because  of  the  increase  hate  crimes  by  his  *** still  calling  it  the  Chinese  virus) )
"@DonaldJTrumpJr maybe daddy should be more worried about Merrick Garland than the ""china"" virus (pssst...we all know it was the trump virus) LOCK HIM UP!","@D DonaldJTrumpJr  maybe  daddy  should  be  more  worried  about  Merrick  Garland  than  the  ""c china"" ""  virus  (p pssst. ...w we  all  know  it  was  the  trump  virus) )  *** *** *** !"
Awww fuck yea https://t.co/37y8QgK4pZ,Awww  *** yea  https: :/ //t.co/37y8QgK4pZ
@mPinoe Is this an actual statement from him?? There’s so much racism and violence against Asian Americans. And he actually used China virus in this stupid statement!!!,@m mPinoe  Is  this  an  actual  statement  from  him? ?? ?  There’ ’s s  so  much  racism  and  violence  against  Asian  Americans.  And  he  actually  used  China  virus  in  this  *** statement! !! !! !
@chinx_102 Shut Tf up we got money we can buy whatever we want. Stop posting ads too pussy.,@c chinx_102  Shut  Tf  up  we  got  money  we  can  buy  whatever  we  want.  Stop  posting  ads  too  *** .
"""often referred to as the China virus"" fucking insufferable tool https://t.co/Tg0crOLZ59","""o often  referred  to  as  the  China  virus"" ""  *** insufferable  tool  https: :/ //t.co/Tg0crOLZ59"
"Fauci: Lifting mask mandates invites another surge.

Reality: Border states' only surge is from illegals coming across the border infected with the china virus and landing in border hospitals.

Conclusion: Fauci and Biteme are asshats.","Fauci: :  Lifting  mask  mandates  invites  another  surge.
 Reality: :  Border  states' '  only  surge  is  from  illegals  coming  across  the  border  infected  with  the  china  virus  and  landing  in  border  hospitals.
 Conclusion: :  Fauci  and  Biteme  are  *** ."
He clarified China Virus in parentheses? Oh fuck off https://t.co/1i3rGKPIy5,He  clarified  China  Virus  in  parentheses? ?  Oh  *** off  https: :/ //t.co/1i3rGKPIy5
"""Often referred to as the China Virus"" by idiot, racist bigots such as himself. 🙄 How this man wasn't assassinated, I'll never know. He was not giving us the shot. Otherwise, we would've had a vaccine long before now. We have technology, but he wants money. https://t.co/vxM4g3StXe","""O Often  referred  to  as  the  China  Virus"" ""  by  *** ,  racist  bigots  such  as  himself.  🙄  How  this  man  wasn n't  assassinated, ,  I' 'll  never  know.  He  was  not  giving  us  the  shot.  Otherwise, ,  we  would' 've  had  a  vaccine  long  before  now.  We  have  technology, ,  but  he  wants  money.  https: :/ //t.co/vxM4g3StXe"
"@RightWingCope “Often referred to as the china virus”
Because YOU called it that and your mindless xenophobic worshippers followed suit.","@R RightWingCope  “O Often  referred  to  as  the  china  virus” ”
 Because  YOU  called  it  that  and  your  *** *** *** followed  suit. ."
@mtgreenee Hay Marge only idiot racist call it the China virus. Also you should bring this up in committee.,@m mtgreenee  Hay  Marge  only  *** racist  call  it  the  China  virus.  Also  you  should  bring  this  up  in  committee. .
@laurenboebert Your China virus comment is racist and ugly just like your personality my granddaughter is part Asian and I take offense to that because your an embarrassment to congress grow up,@l laurenboebert  Your  China  virus  comment  is  *** and  *** just  like  your  personality  my  granddaughter  is  part  Asian  and  I  take  offense  to  that  because  your  an  embarrassment  to  congress  grow  up
@DonaldJTrumpJr  tell fat ass that if it wasn't for his lack of direction there might not have been such a mass loss of life.  When you choose to play golf &amp; tell everyone no big deal its the latest Democratic Hoax you come across as pathetic &amp; deranged.  Stop saying China Virus https://t.co/S4NuRuQURH,@D DonaldJTrumpJr  tell  *** *** that  if  it  wasn n't  for  his  lack  of  direction  there  might  not  have  been  such  a  mass  loss  of  life.  When  you  choose  to  play  golf  &a amp; ;  tell  everyone  no  big  deal  its  the  latest  Democratic  Hoax  you  come  across  as  pathetic  &a amp; ;  deranged.  Stop  saying  China  Virus  https: :/ //t.co/S4NuRuQURH
"Resident Biden is a fucking moron and an inept president! He thinks that by throwing millions and trillions of dollars at the China Virus, it will just make it go away! Where is Doctor Strange gloves when you need him to set him straight about a virus!","Resident  Biden  is  a  *** *** and  an  *** president! !  He  thinks  that  by  throwing  millions  and  trillions  of  dollars  at  the  China  Virus, ,  it  will  just  make  it  go  away! !  Where  is  Doctor  Strange  gloves  when  you  need  him  to  set  him  straight  about  a  virus! !"
"If you say ""gook,"" you'll be a social outcast. If you refuse to take Asian kids at a school, you're fighting for social justice. That's fucked up.","If  you  say  ""g gook, ,"" ""  you' 'll  be  a  social  outcast.  If  you  refuse  to  take  Asian  kids  at  a  school, ,  you' 're  fighting  for  social  justice.  That' 's  *** *** ."
Congress passed the bill without republicans like needed because they cried like little babies today@congressboebert and her China virus comment is ugly just like her cry Bitch cry,Congress  passed  the  bill  without  republicans  like  needed  because  they  cried  like  little  babies  today@ @c congressboebert  and  her  China  virus  comment  is  ugly  just  like  her  cry  *** cry
"THANCK YOU PRESIDENT J. CRUMP FOR THE CHINA VIRUS VACCINE ,DESPITE PHONY  LIBERALS &amp; ELCECTION IT HAS AND THE VIR S IS NOW ELIMINITED

ONE LAST NOTE ...
‘YOU TRULY ARE, , KING OF KINGS. ‘ - MUCH LOVE, JL","THANCK  YOU  PRESIDENT  J.  CRUMP  FOR  THE  CHINA  VIRUS  VACCINE  ,D DESPITE  PHONY  LIBERALS  &a amp; ;  ELCECTION  IT  HAS  AND  THE  VIR  S  IS  NOW  ELIMINITED
 ONE  LAST  NOTE  ...
 ‘Y YOU  TRULY  ARE, ,  ,  *** *** *** ‘  -  MUCH  LOVE, ,  JL"
Niggas were really calling covid the kung flu bro republicans are vile,*** were  really  calling  covid  the  kung  flu  bro  *** are  ***
@chinx_102 Fuck yooooooooouuuuuuuuuu,@c chinx_102  *** yooooooooouuuuuuuuuu
"@muppet_media @jrylryl Because they travel to the US from other parts of Asia other than Wuhan... I’m stating to think you are just fucking with me now, you can’t be this stupid? If you are just let me know and hahah on me","@m muppet_media  @j jrylryl  Because  they  travel  to  the  US  from  other  parts  of  Asia  other  than  Wuhan. ...  I’ ’m m  stating  to  think  you  are  just  fucking  with  me  now, ,  you  can’ ’t t  be  this  *** ?  If  you  are  just  let  me  know  and  hahah  on  me"
"@RightWingCope THE FUCKING ""OFTEN REFERRED TO AS THE CHINA VIRUS"" LMAO","@R RightWingCope  THE  *** ""O OFTEN  REFERRED  TO  AS  THE  CHINA  VIRUS"" ""  LMAO"
@briantylercohen China virus... I'm so sick of that pos. Pathetic cries from a dying man.  He destroyed what was left of his name for all his descendants.,@b briantylercohen  China  virus. ...  I' 'm  so  sick  of  that  pos.  *** cries  from  a  dying  man.  He  destroyed  what  was  left  of  his  name  for  all  his  descendants. .
"I’m used to the stereotypes/racial comments towards Indians but last night was crazy. A patient called me a black bastard, called my Filipino aide a cock sucking dyke/chink. Called my other coworkers the N word multiple times. I’ve never been so angry in my whole life.","I’ ’m m  used  to  the  stereotypes/racial  comments  towards  Indians  but  last  night  was  crazy.  A  patient  called  me  a  *** *** ,  called  my  Filipino  aide  a  *** *** *** Called  my  other  coworkers  the  N  word  multiple  times.  I’ ’v ve  never  been  so  angry  in  my  whole  life. ."
"Oh this is just SAD.  And fuck mr ""China virus"" and all those who voted for that disgrace to the Oval space. https://t.co/Utx2qlvFEi","Oh  this  is  just  SAD.  And  *** mr  ""C China  virus"" ""  and  all  those  who  voted  for  that  disgrace  to  the  Oval  space.  https: :/ //t.co/Utx2qlvFEi"
@Cyannneee @chinx_102 @jayydabaddieee This shit happened to me tried so hard to return them but apple wouldnt let me,@C Cyannneee  @c chinx_102  @j jayydabaddieee  This  *** happened  to  me  tried  so  hard  to  return  them  but  apple  wouldnt  let  me
@patriottakes Nobody calls it the China virus except racist trash,@p patriottakes  Nobody  calls  it  the  China  virus  except  *** ***
@jamiegagnon @SaskLass @puffingtonpete I HEAR THAT /IF WAS SUCH A DEADLY 1 WHERE ARE THE SPRAYS TRUCKS LIKE WUHAN DID / MASK N GLOVES EVERY WHERE / WHERES SATATION BINS NO WHERE /MY ASS HAS A VIRUS EVERY MORNING,@j jamiegagnon  @S SaskLass  @p puffingtonpete  I  HEAR  THAT  /IF  WAS  SUCH  A  DEADLY  1  WHERE  ARE  THE  SPRAYS  TRUCKS  LIKE  WUHAN  DID  /  MASK  N  GLOVES  EVERY  WHERE  /  WHERES  SATATION  BINS  NO  WHERE  /MY  ASS  HAS  A  VIRUS  EVERY  MORNING
"I can’t even pretend…

Y’all bitches are real life corny a|f…

All y’all have to offer is pussy…

LKF: Pussy is literally everywhere, even in some of these bitch ass niggas that y’all like.","I  can’ ’t t  even  pretend…
 Y’ ’a all  *** are  real  life  corny  a|f…
 All  y’ ’a all  have  to  offer  is  *** LKF: :  Pussy  is  literally  everywhere, ,  even  in  some  of  these  *** *** niggas  that  y’ ’a all  like. ."
"@Yamiche OMG is he still fucking calling it ""The China Virus"" -- I lived through him being ""in charge"" but I still cannot believe what an ASSHOLE he is.","@Y Yamiche  OMG  is  he  still  *** calling  it  ""T The  China  *** ""  --  I  lived  through  him  being  ""i in  charge"" ""  but  I  still  cann not  believe  what  an  *** he  is. ."
"Walter, the chinamen who peed on my rug I can't give him a bill, so what the fuck are you talking about?","Walter, ,  the  chinamen  who  peed  on  my  rug  I  can n't  give  him  a  bill, ,  so  what  the  *** are  you  talking  about? ?"
"@briantylercohen ""cHiNa viRuS""

I can't believe we listened to that shit for four years.","@b briantylercohen  ""c cHiNa  viRuS"" ""
 I  can n't  believe  we  listened  to  that  *** for  four  years. ."
@georgehahn Why did he even cares abt China Virus in the first place? Let him keep running his damn mouth.,@g georgehahn  Why  did  he  even  cares  abt  China  Virus  in  the  first  place? ?  Let  him  keep  running  his  *** mouth. .
What is more sad the fact he wants us to remember some bullshit or the fact he is still being racist by trying to be like ITS THE CHINA VIRUS https://t.co/bjn69Yjbp2,What  is  more  sad  the  fact  he  wants  us  to  remember  some  *** or  the  fact  he  is  still  being  racist  by  trying  to  be  like  ITS  THE  CHINA  VIRUS  https: :/ //t.co/bjn69Yjbp2
chink ?? they’re burning in fucking hell https://t.co/FJlkiRv41W,chink  ?? ?  they’ ’r re  burning  in  *** *** https: :/ //t.co/FJlkiRv41W
He is a narcissistic idiot. Promoting hate by invoking ‘China virus’ - reaffirms he is a racist. https://t.co/zh12U1v2E4,He  is  a  *** *** Promoting  hate  by  invoking  ‘C China  virus’ ’  -  reaffirms  he  is  a  racist.  https: :/ //t.co/zh12U1v2E4
"Re the news, things I cannot imagine:
- killing someone in cold blood (Floyd) and not subsequently killing *myself* from grief/guilt
- calling it “the China virus”
- doubting someone’s testament that they felt suicidal

^ All these people are assholes.","Re  the  news, ,  things  I  cann not  imagine: :
 -  killing  someone  in  cold  blood  (F Floyd) )  and  not  subsequently  killing  *myself*  from  grief/guilt
 -  calling  it  “t the  China  virus” ”
 -  doubting  someone’ ’s s  testament  that  they  felt  suicidal
 ^  All  these  people  are  *** ."
@BillKristol Pathetic. So pathetic. Why did he bother to put in China virus? What was the point? He is such a fool.,@B BillKristol  Pathetic.  So  *** Why  did  he  bother  to  put  in  China  virus? ?  What  was  the  point? ?  He  is  such  a  *** .
"@Breaking911 The man's a living caricature at this point, why the fuck do you need to add the china virus meme let alone put it in brackets lmao.","@B Breaking911  The  man' 's  a  living  caricature  at  this  point, ,  why  the  *** do  you  need  to  add  the  china  virus  meme  let  alone  put  it  in  brackets  lmao. ."
@briantylercohen And he’s still calling it the China virus.  What an asshole,@b briantylercohen  And  he’ ’s s  still  calling  it  the  China  virus.  What  an  ***
"@briantylercohen Anti Asian sentiment and hate crimes has been rampant for over a year and he's still yelling ""Chinese Virus"" while paying no attention to such hate. Pathetic.","@briantylercohen Anti Asian sentiment and hate crimes has been rampant for over a year and he's still yelling ""Chinese Virus"" while paying no attention to such hate. Pathetic."
"@matthewjdowd When you are selling Bullshit, the only way to do it is to shove down people's throats!! Allow the tiniest chink of doubt and the whole edifice crumbles like the bottom piece in a Jenga stack!","@m matthewjdowd  When  you  are  selling  *** ,  the  only  way  to  do  it  is  to  shove  down  people' 's  throats! !! !  Allow  the  tiniest  chink  of  doubt  and  the  whole  edifice  crumbles  like  the  bottom  piece  in  a  Jenga  stack! !"
"@troyrottweiler @FOXLA @RalphsGrocery @gmail Now you sound like a china man for giving us covid-19, ""Oh, so, sorry, manufactured, coronavirus, you die. Oh, so, sorry!""","@t troyrottweiler  @F FOXLA  @R RalphsGrocery  @g gmail  Now  you  sound  like  a  china  man  for  giving  us  covid-19, ,  ""O Oh, ,  so, ,  sorry, ,  manufactured, ,  coronavirus, ,  you  *** Oh, ,  so, ,  sorry! !"" """
"@chinx_102 I make sure to take care of my phone and AirPods! I’m not trynna make my momma broke. I have never broken a phone or damaged or lost my AirPods, they are way too expensive to fuck up.","@c chinx_102  I  make  sure  to  take  care  of  my  phone  and  AirPods! !  I’ ’m m  not  trynna  make  my  momma  broke.  I  have  never  broken  a  phone  or  damaged  or  lost  my  AirPods, ,  they  are  way  too  expensive  to  *** up. ."
"@tedlieu @RepCawthorn Oh for fucks sake Wuhan - grow up.

Showing such insecurity is not a good look.

Why do republicans intimidate you so much?","@t tedlieu  @R RepCawthorn  Oh  for  *** sake  Wuhan  -  grow  up.
 Showing  such  insecurity  is  not  a  good  look.
 Why  do  republicans  intimidate  you  so  much? ?"
@Pick_Neterz @chinx_102 @hannahnoel19991 I just wanna say THATS FUCKING DISGUSTING 🤮😖 😰they need to make a cleaning product for them. 😤,@P Pick_Neterz  @c chinx_102  @h hannahnoel19991  I  just  wann na  say  THATS  *** *** 🤮😖  😰they  need  to  make  a  cleaning  product  for  them.  😤
@goldCHANDAlier Lmao I ain’t want to say it at first but i was like fuck it 😂🤣,@g goldCHANDAlier  Lmao  I  ain’ ’t t  want  to  say  it  at  first  but  i  was  like  *** *** 😂🤣
This really made me laugh!! Trumpy had to inject a little bit of racism with his ‘China Virus’ bullshit!! 🤣🤣 He’s so irrelevant!! https://t.co/DRcfyEq1gj,This  really  made  me  laugh! !! !  Trumpy  had  to  inject  a  little  bit  of  racism  with  his  ‘C China  Virus’ ’  *** !! !  🤣🤣  He’ ’s s  so  irrelevant! !! !  https: :/ //t.co/DRcfyEq1gj
@chinx_102 REAL SHIT LOL ME2,@c chinx_102  REAL  *** *** ME2
@chinx_102 Chill my shits got stolen 😭,@c chinx_102  Chill  my  *** got  stolen  😭
"no you orange piece of shit, it’s not “often referred to as the china virus""","no  you  orange  piece  of  *** ,  it’ ’s s  not  “o often  referred  to  as  the  china  virus"" """
"""Often referred to as the China virus""
I truly am at a loss for words. This dude is just broken deep down. The screws are loose. This guy is insane. https://t.co/D7jIulq1sS","""O Often  referred  to  as  the  China  virus"" ""
 I  truly  am  at  a  loss  for  words.  This  dude  is  just  broken  deep  down.  The  screws  are  loose.  This  guy  is  *** https: :/ //t.co/D7jIulq1sS"
@chinx_102 you make me wanna kiss your balls and shave your ass,@c chinx_102  you  make  me  wann na  kiss  your  *** and  shave  your  ***
"@Yamiche What the heck does that statement even mean?!? Plus,in light of all the hate crimes against Asians with this pandemic, wtf does he still need to call Covid-19 “The China Virus”???? This is just so insensitive &amp; such ignorant stmt coming from someone who thinks he’s “so smart”. 🤷🏻‍♀️","@Y Yamiche  What  the  heck  does  that  statement  even  mean? ?! !? ?  Plus, ,i in  light  of  all  the  hate  crimes  against  Asians  with  this  pandemic, ,  wtf  does  he  still  need  to  call  Covid-19  “T The  China  Virus” ”? ?? ?? ?? ?  This  is  just  so  insensitive  &a amp; ;  such  *** stmt  coming  from  someone  who  thinks  he’ ’s s  “s so  smart” ”. .  🤷🏻‍♀️"
emily is a dirty smelly gook https://t.co/MYIkpKeAeg,emily  is  a  *** *** *** https: :/ //t.co/MYIkpKeAeg
"Once again, if you refer to COVID-19 as the China virus, I will block you. Fuck Donald Trump calling it by this racist-ass name.","Once  again, ,  if  you  refer  to  COVID-19  as  the  China  virus, ,  I  will  block  you.  *** Donald  Trump  calling  it  by  this  *** name. ."
@Yamiche Still with the “China virus” shit….he needs to go to jail already.,@Y Yamiche  Still  with  the  “C China  virus” ”  *** needs  to  go  to  jail  already. .
"Donald J CHUMP, mother fucker, the USA wouldn't be in this position with the Covid-19 pandemic, NO IT'S NOT THE CHINA VIRUS, if you weren't such a DUMB ASSHOLE.  GTFO cult leader.  The only ones who gives a shit about you are your ignorant, racist, delusional cult followers.","Donald  J  CHUMP, ,  mother  *** ,  the  USA  wouldn n't  be  in  this  position  with  the  Covid-19  pandemic, ,  NO  IT' 'S  NOT  THE  CHINA  VIRUS, ,  if  you  weren n't  such  a  DUMB  ASSHOLE.  GTFO  cult  leader.  The  only  ones  who  gives  a  shit  about  you  are  your  ignorant, ,  racist, ,  delusional  cult  followers. ."
Niggas be 35 outside the chinx screaming weed out 🤣,*** be  35  outside  the  chinx  screaming  *** out  🤣
"What we remember is your deceit, self-promotion, inaction, and among other things, your absolute indifference to our suffering. By the way--Covid-19 is only referred to as ""the China virus"" by your and racist friends. Not kidding--shut the fuck up. Please. https://t.co/oVmSM3HwYc","What  we  remember  is  your  deceit, ,  self-promotion, ,  inaction, ,  and  among  other  things, ,  your  absolute  indifference  to  our  suffering.  By  the  way- --C Covid-19  is  only  referred  to  as  ""t the  China  virus"" ""  by  your  and  racist  friends.  Not  kidding- --s shut  the  *** up.  Please.  https: :/ //t.co/oVmSM3HwYc"
@DunxMuro To insist on calling it the China Virus after the recent anti-Asian racism shit is truely a choice 🤦‍♀️,@D DunxMuro  To  insist  on  calling  it  the  China  Virus  after  the  recent  anti-Asian  racism  *** is  truely  a  choice  🤦‍♀️
"@ProjectLincoln ""Often referred to as the china virus"" bitch by who","@P ProjectLincoln  ""O Often  referred  to  as  the  china  virus"" ""  *** by  who"
@briantylercohen If this mother fucker doesn’t stop saying China virus we are going to have a problem. This is disgusting,@b briantylercohen  If  this  mother  *** doesn’ ’t t  stop  saying  China  virus  we  are  going  to  have  a  problem.  This  is  ***
"@ProjectLincoln He keeps calling it the ""China"" virus which causes hate crimes to go up in the Asian community! How does he get away with using the Prez seal too?! WTF?! #TrumpIsGuilty #TrumpVirus #TrumpTaxReturns #trumpCrimeFamily #trumpCrimesyndicate #TrumpLiedPeopleDied #nazisarebad","@P ProjectLincoln  He  keeps  calling  it  the  ""C China"" ""  virus  which  causes  hate  crimes  to  go  up  in  the  Asian  community! !  How  does  he  get  away  with  using  the  Prez  seal  too? ?! !  WTF? ?! !  #T TrumpIsGuilty  #T TrumpVirus  #T TrumpTaxReturns  #t trumpCrimeFamily  #t trumpCrimesyndicate  #T TrumpLiedPeopleDied  #n nazisarebad"
"@jesthefacts Referrred to as the ""China Virus"" mainly due to him. Only 1 candidate for the virus was developed in the US, and when the vaccines were ready, he turned into a turtle screaming about a stolen election and botched the rollout. Facts are a bitch, aren't they?","@j jesthefacts  Referrred  to  as  the  ""C China  Virus"" ""  mainly  due  to  him.  Only  1  candidate  for  the  virus  was  developed  in  the  US, ,  and  when  the  vaccines  were  ready, ,  he  turned  into  a  turtle  screaming  about  a  stolen  election  and  botched  the  rollout.  Facts  are  a  *** ,  aren n't  they? ?"
"""often referred to as the China Virus"" 

god, fuck this guy https://t.co/DXcfAvLkNC","""o often  referred  to  as  the  China  Virus"" ""  god, ,  *** this  guy  https: :/ //t.co/DXcfAvLkNC"
"what a dick. 
• often referred to as the ""China"" virus by HIM
• yes, the timeline to effective vaccine is great. The Chinese mapped the genome and shared it (while they were kinda dicks about some stuff)
• MRNA technology was already being tested.
•1/2 Million died (so far) https://t.co/t3yn8KbTgi","what  a  *** •  often  referred  to  as  the  ""C China"" ""  virus  by  HIM
 •  yes, ,  the  timeline  to  effective  vaccine  is  great.  The  Chinese  mapped  the  genome  and  shared  it  (w while  they  were  kinda  *** about  some  stuff) )
 •  MRNA  technology  was  already  being  tested.
 •1/2  Million  died  (s so  far) )  https: :/ //t.co/t3yn8KbTgi"
@chinx_102 Why do all these posts that bang advertise the same shit. Are you a bot?,@c chinx_102  Why  do  all  these  posts  that  bang  advertise  the  same  *** Are  you  a  bot? ?
Gotta get rid of this racist!! She throws red meat at the rabid base every chance she gets. The ad w/gunshot the other day &amp; today it’s “China Virus”!! Any POC especially Asians who support her are fools &amp; as dangerous as she is!! https://t.co/4MSaXewh9S,Gott ta  get  rid  of  this  racist! !! !  She  throws  red  meat  at  the  rabid  base  every  chance  she  gets.  The  ad  w/gunshot  the  other  day  &a amp; ;  today  it’ ’s s  “C China  Virus” ”! !! !  Any  POC  especially  Asians  who  support  her  are  *** &a amp; ;  as  dangerous  as  she  is! !! !  https: :/ //t.co/4MSaXewh9S
I don’t understand why this dumb cuck always refers it as the China Virus?! https://t.co/CeGr0zbXLX,I  don’ ’t t  understand  why  this  *** cuck  always  refers  it  as  the  China  Virus? ?! !  https: :/ //t.co/CeGr0zbXLX
@MustweSuffer seriously you’re fucking retarded!!! The 76% that approve of the dems  wuhan virus relief are all Democrats!! You need to change your sign to Chinese virus you fem,@M MustweSuffer  seriously  you’ ’r re  *** *** !! !! !  The  76% %  that  approve  of  the  dems  wuhan  virus  relief  are  all  Democrats! !! !  You  need  to  change  your  sign  to  Chinese  virus  you  ***
No one refers to it as the China Virus except hateful fuckers like Donald Trump 🤦🏼‍♀️ https://t.co/Oq6yxYBUBi,No  one  refers  to  it  as  the  China  Virus  except  hateful  *** like  Donald  Trump  🤦🏼‍♀️  https: :/ //t.co/Oq6yxYBUBi
@UROCKlive1 what is WRONG with his head!  something SERIOUSLY wrong!!  he NEVER ordered the vaccines AND he took his own vaccine in private and never told us!  and he's STILL doing this crap of the China virus?!!!  CRAZY CRAZY man!,@U UROCKlive1  what  is  WRONG  with  his  head! !  something  SERIOUSLY  wrong! !! !  he  NEVER  ordered  the  vaccines  AND  he  took  his  own  vaccine  in  private  and  never  told  us! !  and  he' 's  STILL  doing  this  crap  of  the  China  virus? ?! !! !! !  *** *** *** !
@Breaking911 He is literally the ONLY person I’ve heard call it the China Virus – so often referred to means by him yeah? #dickhead,@B Breaking911  He  is  literally  the  ONLY  person  I’ ’v ve  heard  call  it  the  China  Virus  –  so  often  referred  to  means  by  him  yeah? ?  *** ***
@business can yall stop saying shit to me now that I can finally go back to calling coronavirus its actual name...the Chinese virus?😭,@b business  can  yall  stop  saying  *** to  me  now  that  I  can  finally  go  back  to  calling  coronavirus  its  actual  name. ...t the  Chinese  virus? ?😭 😭
